ath_gene	osa_gene
AT4G12340	Os05g0103500
AT1G02070	Os04g0551600
AT5G23110	Os04g0675101
AT1G79940	Os04g0307200
AT3G22480	Os12g0485800
AT5G66110	Os03g0156600
AT1G78870	Os01g0673600
AT4G25980	Os11g0210100
AT4G00525	Os04g0558500
AT5G62930	Os10g0476700
AT3G23330	Os07g0578800
AT3G51000	Os12g0636400
AT1G74120	Os12g0490000
AT2G01480	Os01g0841200
AT5G13290	Os01g0927500
AT2G42040	Os02g0773600
AT1G48520	Os11g0544800
AT3G10630	Os09g0296700
AT4G30440	Os02g0791500
AT5G26330	Os03g0807500
AT3G23740	Os01g0101800
AT5G04900	Os03g0654600
AT2G27480	Os08g0558100
AT1G51080	Os03g0138900
AT3G16810	Os03g0831100
AT5G46100	Os01g0672166
AT3G19970	Os06g0730300
AT2G16430	Os01g0776600
AT5G17380	Os01g0505400
AT3G15520	Os07g0565600
AT4G01990	Os01g0301700
AT1G78620	Os01g0729100
AT4G12730	Os09g0248100
AT5G10180	Os03g0195300
AT2G05620	Os08g0566600
AT5G22080	Os03g0261500
AT1G10950	Os11g0181100
AT5G50340	Os06g0151600
AT3G56210	Os03g0665800
AT5G49010	Os05g0143400
AT3G08650	Os05g0316100
AT5G42570	Os05g0272900
AT5G35400	Os06g0663100
AT3G47990	Os05g0145000
AT3G19190	Os06g0267600
AT1G65910	Os03g0119966
AT5G57140	Os06g0699200
AT1G49350	Os05g0185700
AT3G54750	Os12g0621700
AT5G16760	Os10g0576100
AT2G40840	Os07g0662900
AT1G80170	Os05g0542800
AT5G53890	Os07g0107800
AT1G02065	Os06g0659100
AT3G09470	Os12g0566900
AT4G20370	Os06g0157700
AT5G14400	Os04g0469800
AT4G04910	Os05g0519400
AT5G64970	Os03g0191100
AT2G46520	Os01g0235400
AT2G18370	Os06g0539500
AT5G53000	Os12g0137500
AT4G15802	Os06g0274000
AT5G53020	Os01g0550600
AT3G62080	Os01g0286000
AT1G78060	Os02g0752200
AT4G13670	Os04g0514400
AT2G24395	Os08g0520850
AT3G19640	Os01g0908500
AT2G04560	Os01g0752600
AT1G33060	Os08g0157900
AT3G21110	Os09g0467100
AT5G53210	Os02g0257500
AT4G35770	Os06g0725000
AT1G02860	Os07g0673200
AT5G41960	Os04g0585600
AT4G01040	Os01g0619800
AT1G70480	Os09g0327550
AT1G55460	Os03g0570300
AT5G09860	Os03g0110400
AT4G17620	Os05g0392100
AT5G07330	Os11g0533400
AT5G06240	Os05g0112750
AT3G54290	Os01g0861700
AT4G02780	Os02g0278700
AT1G13560	Os02g0119800
AT5G04840	Os02g0538900
AT3G28860	Os04g0459000
AT2G30080	Os05g0164800
AT4G29380	Os02g0796700
AT2G04305	Os08g0130000
AT5G17770	Os05g0488900
AT2G17972	Os06g0715200
AT1G52245	Os02g0269200
AT4G04330	Os08g0425200
AT1G70310	Os07g0408700
AT4G26900	Os03g0256400
AT2G31240	Os02g0820300
AT1G75340	Os06g0704300
AT5G46150	Os03g0785500
AT2G15900	Os11g0159000
AT4G39630	Os08g0290400
AT3G19440	Os09g0103500
AT5G57490	Os03g0137500
AT3G27530	Os12g0538900
AT2G43560	Os08g0541400
AT5G51600	Os01g0685900
AT3G51050	Os02g0100700
AT2G39140	Os03g0152700
AT2G34900	Os06g0138000
AT5G13720	Os07g0656700
AT5G56450	Os05g0539600
AT5G35620	Os10g0467600
AT2G41370	Os01g0948900
AT5G40390	Os01g0170000
AT4G08790	Os12g0502500
AT3G48750	Os02g0123100
AT1G34750	Os04g0452000
AT5G07910	Os03g0212200
AT4G08250	Os03g0263300
AT3G48810	Os05g0132000
AT5G18100	Os03g0219200
AT1G73240	Os02g0684300
AT3G09090	Os03g0825700
AT5G24170	Os01g0219100
AT1G31660	Os09g0352400
AT5G16270	Os01g0897800
AT5G67530	Os03g0201100
AT1G78650	Os01g0204000
AT4G31570	Os02g0148300
AT5G21910	Os03g0176900
AT2G19570	Os01g0712700
AT2G22530	Os02g0781600
AT1G10840	Os04g0376500
AT3G15550	Os01g0176500
AT2G39690	Os01g0147800
AT1G26230	Os04g0443900
AT1G27340	Os01g0923900
AT5G14600	Os04g0319600
AT4G33360	Os03g0184550
AT5G17410	Os04g0501700
AT3G54720	Os03g0790600
AT1G55020	Os03g0700700
AT1G62050	Os07g0512100
AT1G11780	Os11g0488500
AT1G54520	Os03g0695500
AT4G26840	Os01g0918200
AT2G01680	Os02g0735700
AT1G50240	Os12g0433500
AT3G24440	Os12g0533500
AT4G13710	Os04g0137201
AT1G69680	Os04g0459600
AT3G08620	Os03g0815700
AT2G47590	Os03g0343400
AT1G12040	Os02g0138000
AT2G25140	Os02g0181900
AT2G46370	Os05g0586200
AT5G53460	Os01g0681900
AT2G37330	Os05g0119000
AT1G32540	Os08g0159500
AT5G41150	Os03g0100400
AT3G53620	Os05g0114000
AT1G06730	Os03g0164700
AT1G78420	Os02g0244100
AT3G57090	Os05g0383000
AT5G19040	Os03g0810100
AT5G54270	Os07g0562700
AT3G06530	Os04g0548300
AT2G25605	Os05g0574700
AT1G69310	Os03g0758000
AT1G33420	Os01g0877500
AT2G45720	Os10g0522601
AT2G30130	Os05g0346800
AT2G46550	Os08g0400300
AT1G22620	Os08g0109100
AT2G27680	Os09g0567366
AT2G16630	Os02g0101900
AT5G42320	Os02g0119300
AT2G38020	Os01g0666800
AT1G79850	Os04g0691600
AT5G58530	Os01g0829400
AT1G08680	Os01g0813900
AT2G45700	Os09g0439000
AT2G38000	Os05g0316200
AT2G24350	Os04g0306800
AT5G57655	Os07g0669100
AT5G22130	Os03g0670200
AT5G64440	Os04g0102700
AT4G30190	Os04g0656100
AT5G24165	Os06g0530200
AT1G54780	Os05g0401100
AT1G33400	Os10g0506800
AT2G25625	Os05g0575000
AT3G55080	Os01g0976450
AT5G63910	Os04g0692800
AT5G53050	Os05g0542200
AT1G55890	Os01g0785700
AT5G03530	Os03g0146000
AT4G17650	Os01g0772400
AT5G11270	Os06g0601000
AT1G07230	Os03g0826600
AT5G43920	Os10g0465000
AT1G54500	Os08g0323400
AT3G56460	Os05g0313500
AT2G37740	Os07g0101800
AT1G55000	Os03g0699600
AT4G17370	Os08g0148267
AT5G42710	Os03g0775700
AT1G07040	Os10g0463800
AT5G53390	Os05g0556300
AT5G42850	Os06g0320000
AT3G48480	Os11g0214001
AT1G54870	Os05g0140800
AT2G01720	Os04g0693000
AT1G32127	Os11g0621000
AT1G58100	Os11g0175700
AT3G08780	Os07g0540200
AT2G24090	Os06g0647100
AT1G63990	Os08g0156900
AT1G08580	Os02g0604100
AT2G19940	Os03g0617900
AT5G02410	Os04g0503700
AT2G26200	Os03g0143000
AT1G03100	Os10g0422566
AT2G36835	Os01g0776700
AT1G32190	Os08g0161500
AT5G57280	Os02g0804300
AT5G50840	Os03g0288600
AT1G27950	Os08g0532800
AT5G55810	Os02g0814900
AT2G32260	Os02g0173500
AT1G53580	Os01g0667200
AT4G00490	Os09g0569200
AT5G54130	Os10g0203000
AT3G29390	Os03g0213900
AT4G13395	Os05g0179100
AT2G45680	Os08g0544800
AT3G58180	Os12g0626100
AT2G30270	Os05g0339200
AT1G62305	Os01g0695200
AT1G49850	Os03g0206900
AT4G34200	Os04g0650800
AT4G36090	Os06g0138200
AT2G20635	Os07g0508500
AT1G17490	Os09g0363700
AT1G08720	Os03g0160100
AT1G72250	Os12g0616000
AT1G11870	Os11g0610900
AT5G08305	Os10g0442700
AT2G40730	Os01g0819900
AT5G55290	Os04g0660600
AT2G43210	Os11g0293900
AT2G35120	Os02g0170100
AT1G57770	Os03g0841900
AT3G11680	Os04g0417000
AT1G48420	Os02g0773300
AT1G62390	Os09g0135400
AT1G58120	Os07g0620600
AT1G12230	Os08g0154300
AT4G15010	Os04g0527500
AT4G37460	Os07g0113700
AT4G10040	Os05g0420600
AT1G50030	Os05g0235300
AT1G53720	Os06g0670500
AT3G52440	Os01g0865800
AT1G59990	Os09g0383400
AT5G56780	Os07g0586700
AT5G62580	Os02g0739900
AT1G32640	Os10g0575000
AT1G11600	Os06g0680700
AT5G38900	Os03g0598900
AT3G53520	Os03g0280800
AT2G24820	Os02g0792800
AT5G42470	Os06g0715600
AT4G12840	Os01g0919600
AT1G27461	Os07g0585700
AT3G09350	Os03g0822700
AT5G14780	Os06g0486800
AT2G24940	Os02g0793700
AT3G18730	Os02g0782800
AT4G22140	Os09g0386500
AT5G36290	Os11g0472500
AT1G54450	Os10g0476600
AT1G67960	Os03g0715400
AT5G25190	Os02g0797100
AT1G71980	Os03g0167500
AT4G08685	Os10g0371000
AT1G06950	Os10g0492000
AT5G60790	Os08g0564100
AT1G09770	Os04g0348300
AT5G13680	Os07g0563700
AT3G02010	Os01g0101150
AT1G49470	Os08g0462900
AT3G02220	Os01g0763000
AT1G44414	Os05g0435400
AT5G67630	Os06g0186900
AT3G42860	Os03g0786500
AT5G20380	Os09g0556400
AT5G50920	Os12g0230100
AT1G67120	Os10g0456900
AT3G16310	Os01g0200500
AT1G30960	Os08g0207600
AT2G03270	Os03g0586900
AT5G26830	Os08g0295300
AT4G39530	Os08g0340900
AT4G33490	Os12g0177500
AT1G57765	Os05g0419600
AT2G06255	Os03g0410300
AT5G09280	Os08g0286100
AT2G38560	Os03g0815900
AT5G63830	Os10g0520700
AT5G14520	Os03g0699200
AT2G44760	Os04g0545200
AT1G16870	Os07g0202900
AT1G19910	Os02g0550100
AT5G38840	Os06g0275900
AT5G35520	Os02g0620100
AT3G55760	Os11g0586300
AT1G71430	Os01g0617800
AT3G20790	Os09g0280300
AT4G31820	Os09g0420900
AT1G26170	Os06g0274100
AT4G20060	Os01g0188200
AT3G52155	Os09g0287300
AT5G20610	Os01g0714100
AT5G25640	Os05g0220600
AT4G10925	Os01g0550200
AT3G51390	Os12g0480000
AT2G46600	Os02g0122600
AT3G29575	Os03g0419100
AT4G33690	Os07g0213400
AT4G02600	Os01g0888600
AT4G37020	Os10g0388900
AT3G22290	Os03g0784400
AT1G01920	Os06g0127200
AT4G37210	Os07g0122400
AT3G57300	Os03g0352500
AT1G11650	Os08g0190200
AT2G04660	Os04g0484800
AT5G57590	Os08g0245400
AT2G41450	Os05g0376600
AT4G33625	Os07g0118300
AT4G35880	Os04g0228000
AT4G14880	Os12g0625000
AT2G44270	Os02g0762300
AT2G25280	Os08g0299000
AT5G13930	Os11g0530600
AT1G27920	Os08g0531100
AT5G62810	Os05g0101200
AT4G16280	Os09g0123200
AT4G28310	Os06g0115700
AT5G56550	Os02g0684400
AT1G75900	Os10g0438600
AT3G01980	Os03g0850000
AT1G19330	Os10g0358600
AT1G27900	Os11g0310800
AT4G17500	Os02g0654700
AT2G34730	Os09g0133800
AT5G40660	Os07g0644000
AT1G54650	Os07g0414200
AT5G62290	Os10g0170000
AT1G03150	Os03g0699400
AT3G53370	Os04g0408700
AT3G08550	Os01g0232800
AT1G06840	Os01g0960400
AT1G08750	Os02g0219400
AT1G55325	Os05g0447500
AT4G33140	Os06g0192900
AT2G27290	Os04g0416000
AT1G49670	Os09g0459800
AT5G54080	Os06g0103300
AT5G42800	Os01g0633500
AT5G55580	Os07g0583200
AT5G24314	Os01g0705300
AT3G12110	Os03g0718100
AT2G33630	Os02g0715200
AT2G41060	Os01g0265800
AT1G53750	Os06g0192600
AT1G79350	Os04g0609700
AT2G23380	Os06g0275500
AT2G26250	Os03g0181500
AT5G42090	Os06g0132100
AT5G12330	Os01g0954500
AT2G37035	Os10g0478400
AT2G46620	Os03g0114400
AT3G49142	Os03g0241800
AT3G22750	Os03g0638800
AT5G13480	Os01g0951000
AT4G37000	Os10g0389200
AT5G05960	Os01g0849000
AT3G20220	Os02g0143300
AT5G17510	Os12g0465700
AT3G10530	Os01g0183100
AT1G36390	Os04g0431100
AT1G28250	Os07g0299600
AT1G76630	Os10g0548200
AT3G52105	Os03g0174800
AT1G17690	Os05g0295100
AT5G16080	Os03g0258200
AT3G09320	Os05g0458000
AT2G47490	Os05g0357200
AT5G51550	Os06g0133600
AT1G64110	Os01g0226400
AT4G11280	Os04g0578000
AT3G25040	Os04g0376700
AT5G08560	Os02g0294600
AT4G32551	Os01g0177100
AT3G20010	Os08g0180300
AT3G06430	Os03g0309800
AT3G52640	Os02g0736500
AT5G65170	Os03g0387300
AT4G04830	Os03g0360700
AT1G32440	Os10g0571200
AT2G21790	Os06g0168600
AT1G11400	Os03g0262100
AT2G41600	Os11g0140100
AT1G70750	Os03g0259900
AT3G15620	Os02g0204400
AT5G03980	Os11g0521000
AT4G19180	Os10g0350500
AT4G02450	Os08g0359500
AT5G10745	Os10g0478900
AT1G16650	Os12g0610500
AT4G37660	Os07g0626100
AT2G46060	Os10g0446200
AT3G03773	Os03g0655300
AT1G09380	Os01g0297700
AT3G11930	Os10g0437500
AT4G02060	Os12g0560700
AT3G13080	Os01g0173900
AT4G36470	Os01g0701700
AT5G14550	Os05g0170000
AT5G58430	Os01g0827500
AT1G48870	Os04g0417800
AT2G33793	Os03g0837800
AT1G06900	Os03g0336300
AT3G54480	Os07g0659700
AT1G33500	Os08g0320300
AT5G35370	Os09g0454900
AT1G44960	Os11g0537300
AT4G20400	Os05g0302300
AT4G10955	Os02g0286200
AT1G73180	Os02g0606100
AT2G45480	Os04g0574500
AT3G06980	Os03g0108600
AT4G31850	Os10g0421800
AT3G62760	Os01g0370200
AT5G48130	Os07g0584200
AT1G78780	Os01g0731100
AT3G52190	Os07g0187700
AT1G33780	Os05g0420200
AT5G40020	Os10g0412700
AT5G03430	Os01g0259600
AT1G09610	Os12g0204500
AT1G09740	Os02g0760500
AT3G24320	Os04g0507000
AT5G47570	Os10g0551600
AT4G21520	Os03g0738000
AT2G14660	Os03g0676100
AT5G46390	Os01g0664000
AT1G30000	Os05g0209100
AT4G38260	Os09g0323500
AT4G39810	Os05g0102400
AT2G19640	Os08g0205300
AT3G04560	Os02g0820600
AT1G10780	Os09g0454300
AT1G30890	Os04g0165400
AT1G63690	Os06g0730900
AT3G46780	Os05g0291700
AT2G29210	Os03g0270200
AT1G80360	Os01g0178000
AT2G42280	Os08g0506700
AT2G18900	Os12g0609800
AT1G18290	Os01g0121000
AT1G10500	Os06g0146400
AT2G45980	Os04g0165300
AT5G64300	Os08g0481950
AT4G29830	Os11g0660300
AT5G02740	Os03g0282900
AT4G04880	Os07g0661000
AT2G24970	Os01g0766400
AT1G44446	Os10g0567400
AT1G64790	Os03g0721200
AT3G10700	Os04g0608100
AT1G33340	Os11g0244600
AT1G34630	Os03g0190900
AT1G10520	Os06g0237200
AT1G18750	Os11g0658700
AT2G47990	Os07g0224900
AT1G20230	Os05g0370000
AT5G39940	Os12g0638800
AT3G18550	Os09g0410500
AT4G37445	Os02g0126600
AT5G43500	Os04g0177600
AT1G54920	Os11g0148400
AT5G58480	Os03g0296500
AT2G29890	Os05g0153000
AT1G52510	Os04g0644600
AT1G09330	Os01g0331900
AT3G11980	Os03g0167600
AT3G19184	Os06g0194400
AT3G18370	Os01g0128800
AT5G25800	Os12g0188900
AT3G33530	Os02g0137000
AT1G24610	Os02g0733800
AT5G15100	Os01g0715600
AT5G63135	Os02g0593400
AT1G11900	Os05g0481800
AT5G12260	Os01g0283000
AT2G32910	Os06g0227200
AT5G65490	Os08g0447200
AT5G18560	Os07g0669500
AT2G35020	Os08g0206900
AT5G50870	Os01g0925800
AT2G29660	Os03g0264600
AT2G36130	Os08g0559400
AT2G40550	Os01g0166800
AT4G38380	Os09g0548300
AT2G28605	Os04g0434900
AT1G48950	Os01g0605650
AT3G01480	Os08g0382400
AT5G57345	Os06g0694800
AT2G43120	Os03g0845000
AT2G14095	Os10g0377000
AT3G62240	Os05g0279400
AT1G67660	Os08g0236700
AT2G26110	Os06g0566500
AT5G11030	Os08g0290100
AT5G13980	Os11g0525600
AT3G05620	Os01g0254300
AT1G21690	Os12g0176500
AT4G24130	Os01g0652700
AT1G58210	Os04g0347900
AT4G16230	Os03g0310000
AT5G45760	Os01g0205100
AT2G18840	Os01g0867700
AT2G23740	Os02g0708600
AT5G38060	Os08g0364500
AT4G10140	Os05g0105500
AT1G24260	Os09g0507200
AT1G05310	Os08g0206950
AT2G41950	Os03g0226700
AT2G14825	Os12g0508266
AT1G16900	Os01g0209000
AT4G26500	Os09g0270900
AT4G25290	Os09g0532700
AT4G12060	Os03g0247000
AT2G28070	Os03g0859500
AT2G34780	Os01g0768700
AT1G11840	Os08g0191700
AT2G15780	Os06g0216700
AT2G17250	Os04g0585300
AT5G12380	Os01g0497400
AT3G05870	Os03g0302700
AT1G32090	Os10g0579100
AT1G03000	Os04g0617600
AT1G61850	Os07g0520900
AT2G17705	Os03g0136500
AT2G28690	Os05g0115100
AT4G26780	Os09g0284400
AT5G25940	Os02g0227200
AT5G55530	Os03g0194100
AT5G19590	Os01g0595400
AT5G20910	Os09g0434200
AT3G27930	Os05g0577800
AT2G33680	Os01g0374200
AT5G41560	Os03g0125700
AT5G12410	Os11g0568600
AT4G02900	Os05g0393800
AT1G18580	Os03g0413400
AT4G33990	Os03g0396200
AT3G19508	Os01g0342800
AT4G28980	Os06g0334400
AT1G66670	Os01g0507900
AT2G46900	Os09g0514900
AT1G06060	Os01g0775600
AT4G00170	Os08g0155100
AT5G65140	Os08g0409100
AT3G50660	Os03g0227700
AT5G51340	Os04g0347600
AT1G30460	Os06g0677700
AT3G24350	Os01g0179200
AT4G33925	Os07g0593200
AT1G44000	Os04g0692600
AT3G13180	Os09g0477900
AT5G18390	Os08g0525500
AT5G48030	Os06g0116800
AT3G18500	Os06g0264900
AT5G35730	Os12g0595000
AT2G28490	Os03g0336100
AT1G23800	Os06g0270900
AT1G18700	Os07g0632600
AT3G52090	Os07g0172500
AT1G27620	Os01g0104900
AT3G24570	Os01g0228300
AT5G13630	Os07g0656500
AT1G23090	Os04g0652400
AT5G16180	Os08g0360100
AT3G60740	Os10g0508500
AT1G27600	Os10g0205300
AT2G18950	Os06g0658900
AT5G09230	Os12g0179800
AT1G73885	Os03g0710600
AT3G25140	Os02g0498700
AT1G13120	Os02g0596100
AT5G40960	Os01g0849500
AT3G18520	Os07g0164100
AT5G42970	Os03g0197400
AT5G26880	Os08g0506500
AT3G27310	Os04g0485200
AT3G15840	Os03g0586500
AT5G64350	Os02g0760300
AT3G10810	Os05g0373500
AT1G48175	Os03g0321900
AT4G36440	Os01g0262700
AT3G46550	Os05g0459700
AT1G49970	Os05g0592100
AT3G16630	Os05g0154700
AT1G03475	Os04g0610800
AT2G46920	Os03g0372500
AT4G12650	Os08g0496900
AT1G71480	Os09g0266000
AT5G05660	Os01g0158900
AT4G39700	Os03g0383900
AT1G08530	Os12g0430900
AT1G75450	Os01g0775400
AT5G65860	Os03g0761200
AT1G27060	Os01g0777800
AT2G01918	Os04g0523000
AT1G61215	Os07g0565300
AT4G26370	Os03g0656900
AT5G04780	Os12g0156900
AT4G27590	Os04g0581800
AT1G34430	Os12g0182200
AT3G48430	Os01g0907400
AT3G54630	Os08g0468400
AT3G52940	Os09g0565600
AT2G45630	Os04g0107200
AT5G46560	Os03g0100050
AT1G61670	Os03g0334800
AT1G22730	Os03g0222100
AT4G06634	Os02g0551900
AT2G41900	Os03g0698800
AT3G12010	Os10g0400900
AT4G01590	Os07g0611600
AT5G39710	Os06g0152500
AT1G53530	Os11g0620000
AT5G05000	Os03g0240500
AT2G36885	Os03g0137600
AT4G25720	Os06g0103700
AT3G25860	Os08g0431300
AT2G25735	Os01g0182300
AT2G36080	Os11g0156000
AT3G15900	Os02g0804400
AT5G06130	Os02g0535000
AT5G04520	Os03g0363200
AT1G63490	Os06g0731600
AT2G40780	Os03g0114200
AT5G19280	Os03g0809700
AT4G30320	Os02g0786500
AT2G16700	Os03g0243100
AT5G05210	Os05g0372200
AT3G26935	Os09g0508300
AT3G15160	Os04g0626900
AT5G24360	Os07g0471000
AT2G37510	Os03g0278800
AT1G15980	Os08g0276100
AT5G56730	Os01g0558850
AT5G62530	Os05g0536400
AT2G25737	Os09g0344800
AT1G48160	Os06g0342100
AT1G79540	Os09g0110200
AT1G48900	Os01g0772800
AT2G17220	Os02g0118200
AT1G78900	Os06g0662000
AT5G64940	Os02g0575500
AT5G47470	Os06g0105700
AT5G18475	Os02g0468500
AT2G01630	Os03g0221500
AT5G41890	Os04g0577300
AT1G06500	Os01g0246500
AT5G04620	Os10g0560900
AT1G49540	Os08g0493900
AT3G04460	Os10g0467200
AT5G14950	Os06g0245700
AT4G14330	Os02g0810200
AT5G53120	Os06g0528600
AT1G56180	Os02g0169000
AT3G11530	Os01g0966500
AT3G03270	Os02g0773200
AT3G19820	Os10g0397400
AT4G23890	Os07g0196200
AT2G20725	Os07g0457550
AT5G08120	Os06g0284800
AT1G46480	Os04g0649400
AT5G03795	Os07g0188700
AT5G03720	Os02g0527300
AT3G07220	Os08g0528900
AT3G06580	Os03g0832600
AT1G71810	Os04g0640500
AT1G79640	Os02g0791700
AT2G20790	Os12g0528300
AT1G32320	Os02g0694900
AT2G40600	Os03g0336500
AT5G57170	Os06g0699500
AT3G18060	Os01g0125800
AT1G71750	Os05g0182201
AT1G65260	Os01g0895100
AT2G34650	Os12g0614600
AT1G55150	Os01g0197200
AT5G57040	Os07g0160400
AT3G19090	Os03g0566500
AT5G03700	Os02g0527900
AT3G47860	Os04g0626400
AT4G27690	Os11g0629200
AT2G40620	Os03g0336200
AT5G49110	Os03g0341200
AT5G08100	Os03g0597600
AT3G19800	Os04g0525000
AT5G17910	Os01g0812050
AT1G61350	Os07g0560300
AT1G08630	Os04g0516600
AT2G02220	Os02g0629400
AT1G05750	Os02g0769900
AT5G04600	Os08g0412200
AT1G06520	Os01g0631400
AT4G01690	Os01g0286600
AT1G04130	Os03g0750100
AT1G78995	Os06g0704200
AT3G05550	Os07g0673900
AT5G41020	Os06g0303700
AT5G59410	Os05g0110600
AT1G79190	Os10g0575800
AT1G80070	Os05g0163250
AT2G45530	Os10g0481450
AT5G41210	Os11g0588300
AT1G61570	Os02g0682600
AT1G78920	Os02g0537900
AT4G35740	Os02g0780800
AT1G19880	Os04g0662800
AT2G05920	Os09g0441000
AT5G24490	Os03g0856500
AT3G61770	Os05g0534100
AT2G20585	Os01g0238800
AT2G33205	Os04g0506300
AT1G80860	Os02g0612100
AT5G47710	Os09g0251800
AT1G02040	Os02g0659100
AT3G51960	Os01g0801901
AT3G18620	Os04g0674450
AT5G64090	Os11g0169600
AT5G47850	Os04g0439600
AT1G44575	Os01g0869800
AT5G18460	Os08g0566100
AT4G39680	Os03g0383800
AT1G60640	Os01g0505700
AT1G65610	Os04g0497200
AT4G32050	Os02g0798700
AT1G01780	Os10g0503100
AT3G27700	Os04g0394300
AT1G76750	Os03g0296600
AT3G51100	Os06g0713900
AT5G23200	Os02g0634600
AT4G29330	Os05g0187800
AT4G10360	Os01g0817100
AT1G79970	Os01g0180400
AT5G05560	Os05g0354300
AT3G28040	Os01g0957100
AT3G06778	Os03g0831000
AT1G68830	Os05g0549100
AT3G63220	Os10g0388200
AT5G64670	Os08g0310100
AT1G65380	Os02g0603100
AT3G24820	Os04g0662000
AT1G70630	Os05g0513700
AT5G10080	Os02g0751100
AT2G22720	Os11g0296800
AT4G01860	Os03g0111800
AT3G14120	Os11g0643700
AT4G13970	Os07g0227700
AT5G44750	Os06g0691000
AT2G42690	Os01g0710700
AT1G67325	Os08g0521400
AT5G46020	Os05g0515900
AT3G01720	Os01g0904500
AT5G02830	Os03g0284900
AT5G57990	Os06g0184300
AT1G77250	Os08g0105000
AT3G50560	Os08g0476300
AT5G27270	Os06g0111300
AT3G24090	Os12g0131100
AT5G45130	Os03g0666500
AT3G52570	Os01g0862000
AT5G48240	Os11g0266000
AT1G18680	Os10g0335200
ATCG00570	Os03g0659266
AT3G24800	Os02g0621500
AT5G43650	Os03g0741100
AT1G17230	Os07g0152200
AT2G42070	Os09g0553300
AT5G59770	Os05g0460800
AT5G01270	Os01g0857000
AT1G27520	Os02g0741300
AT5G13530	Os05g0392000
AT1G09830	Os08g0191200
AT4G23660	Os08g0322600
AT1G02170	Os10g0565100
AT2G34400	Os05g0307200
AT3G18600	Os03g0802700
AT3G06290	Os07g0646000
AT3G05500	Os07g0671800
AT5G05390	Os01g0827300
AT3G21250	Os05g0196100
AT2G36270	Os01g0859300
AT1G18480	Os11g0261900
AT2G42490	Os04g0136200
AT5G56840	Os05g0195700
AT2G33255	Os02g0816100
AT4G21450	Os08g0141300
AT5G22030	Os07g0160000
AT1G71720	Os01g0589000
AT1G04080	Os03g0210400
AT5G19690	Os05g0519900
AT5G55630	Os03g0752300
AT2G33580	Os06g0625200
AT4G24270	Os08g0113200
AT3G18400	Os03g0624600
AT4G02340	Os05g0273800
AT4G32660	Os01g0590900
AT1G20990	Os09g0492800
AT4G29910	Os03g0759500
AT3G47490	Os03g0169800
AT5G50780	Os02g0469300
AT4G28530	Os04g0515900
AT1G65410	Os03g0670100
AT2G24540	Os06g0655500
AT5G35160	Os02g0797700
AT2G40650	Os09g0103600
AT3G56150	Os07g0124500
AT5G51920	Os08g0545000
AT5G11240	Os03g0300300
AT3G07790	Os06g0502900
AT5G18660	Os03g0351200
AT3G62030	Os01g0284700
AT2G34620	Os03g0785200
AT3G12685	Os06g0530300
AT2G29560	Os03g0266200
AT2G15620	Os01g0357100
AT4G30820	Os06g0171700
AT4G21060	Os08g0130900
AT5G06839	Os09g0489500
AT5G58290	Os02g0325100
AT3G46450	Os03g0820900
AT4G02730	Os07g0572000
AT4G38510	Os01g0711000
AT3G05520	Os07g0414800
AT2G39990	Os05g0104800
AT5G07380	Os01g0103900
AT3G04020	Os03g0276600
AT4G26620	Os02g0725100
AT1G05720	Os01g0894500
AT1G06550	Os01g0752200
AT3G45930	Os05g0462700
AT3G06810	Os07g0675000
AT5G47940	Os07g0569000
AT2G15695	Os06g0213400
AT5G19140	Os11g0147800
AT5G64470	Os02g0117900
AT3G57190	Os05g0375600
AT3G08840	Os07g0691200
AT2G39170	Os08g0152500
AT1G43130	Os01g0867900
AT5G43600	Os12g0597500
AT5G56900	Os09g0364000
AT4G35910	Os12g0588900
AT5G25570	Os05g0180700
AT3G08920	Os03g0289400
AT1G69980	Os09g0560400
AT3G52300	Os08g0478200
AT2G34450	Os01g0666200
AT5G47820	Os09g0114500
AT2G01980	Os12g0641100
AT4G21870	Os07g0517100
AT1G68185	Os01g0607300
ATCG00300	Os12g0504050
AT3G48530	Os04g0382300
AT3G23610	Os01g0390900
AT3G53920	Os05g0589200
AT1G14030	Os09g0411650
AT2G31270	Os04g0185100
AT5G24690	Os12g0283800
AT3G22430	Os03g0159200
AT3G60830	Os03g0783000
AT1G24510	Os06g0562600
AT5G51840	Os10g0188400
AT3G63250	Os10g0422200
AT5G59610	Os03g0822800
AT2G19540	Os11g0134500
AT5G26610	Os04g0115400
AT4G31540	Os06g0698600
AT5G04420	Os02g0822800
AT5G28640	Os03g0733600
AT1G77010	Os03g0849700
AT5G67290	Os07g0155100
AT3G01810	Os12g0236100
AT5G47670	Os02g0725700
AT4G21620	Os03g0676300
AT1G77220	Os05g0516900
AT2G37410	Os07g0604500
AT5G38520	Os05g0419000
AT3G53900	Os05g0455700
AT3G01750	Os02g0601700
AT5G63610	Os10g0580300
AT5G35840	Os03g0752100
AT2G01430	Os01g0643600
AT5G44720	Os09g0560700
AT3G22980	Os03g0650700
AT5G63380	Os01g0901600
AT3G17611	Os01g0283500
AT5G47800	Os09g0266600
AT1G79440	Os02g0173900
AT3G46870	Os07g0549200
AT1G03560	Os07g0491500
AT1G10600	Os01g0661500
AT5G47090	Os06g0139700
AT3G10310	Os01g0243100
AT4G04770	Os01g0830000
AT2G39040	Os12g0530100
AT2G27430	Os05g0573800
AT4G03090	Os05g0188600
AT3G27750	Os01g0158100
AT2G31200	Os03g0780400
